NAME,ALT_NAME1,ALT_NAME2,SOURCE,DEFINITION,REG_NAME,DIST_NAME,RELIABILIT,X_COORD,Y_COORD,P_CODE,CODE,FID_1,FID_Somali,NAME_1,ALT_NAME_1,ALT_NAME_2,SOURCE_1,DEFINITI_1,REG_NAME_1,DIST_NAM_1,RELIABIL_1,X_COORD_1,Y_COORD_1,P_CODE_1,CODE_1,FID_som_ad,admin2Name,admin2Pcod,admin2RefN,admin2AltN,admin2Al_1,admin1Name,admin1Pcod,admin0Name,admin0Pcod
Durqow,,,UNDP - 2006,Settlement,Lower Shabelle,Afgooye,Verified,45.14020000000,2.50411000000,NA-3807-M04-001,M04-001,"2654","3831",Durqow,,,UNDP - 2006,Settlement,Lower Shabelle,Afgooye,Verified,45.14020000000,2.50411000000,NA-3807-M04-001,M04-001,"47",Afgooye,SO2302,Afgooye,Afgoi,,Lower Shabelle,SO23,Somalia,SO
Durshenley,,,FSAU,Settlement,Gedo,Luuq,Verified,42.95234000000,3.86221000000,NA-3801-D21-002,D21-002,"5973","3832",Durshenley,,,FSAU,Settlement,Gedo,Luuq,Verified,42.95234000000,3.86221000000,NA-3801-D21-002,D21-002,"67",Luuq,SO2606,Luuq,"Luuk, Luq",,Gedo,SO26,Somalia,SO
Duruqsi,Durukhs,,"UNDP - 2006, GTZ - 2002, UNDP - 1997",Settlement,Togdheer,Burco,Verified,45.46147100000,8.51769600000,NC-3815-M11-001,M11-001,"7655","3833",Duruqsi,Durukhs,,"UNDP - 2006, GTZ - 2002, UNDP - 1997",Settlement,Togdheer,Burco,Verified,45.46147100000,8.51769600000,NC-3815-M11-001,M11-001,"9",Burco,SO1301,Burco,Burao,,Togdheer,SO13,Somalia,SO
Duss,,,UNDP - 1997,Settlement,Nugaal,Garowe,Verified,48.27730200000,8.27110000000,NC-3913-T07-002,T07-002,"7570","3834",Duss,,,UNDP - 1997,Settlement,Nugaal,Garowe,Verified,48.27730200000,8.27110000000,NC-3913-T07-002,T07-002,"26",Garoowe,SO1701,Garoowe,Garowe,,Nugaal,SO17,Somalia,SO
Dusta,,,UNDP - 1997,Settlement,Bay,Baidoa,Verified,43.33813100000,2.96734000000,NA-3805-A30-003,A30-003,"4150","3835",Dusta,,,UNDP - 1997,Settlement,Bay,Baidoa,Verified,43.33813100000,2.96734000000,NA-3805-A30-003,A30-003,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Duuban,,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,44.99591000000,2.68206000000,NA-3806-H33-002,H33-002,"3177","3836",Duuban,,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,44.99591000000,2.68206000000,NA-3806-H33-002,H33-002,"52",Wanla Weyn,SO2307,Wanla Weyn,Wanla Weyne,,Lower Shabelle,SO23,Somalia,SO
Duubin,,,UNDP - 2006,Settlement,Galgaduud,Cabudwaaq,Verified,46.44076000000,6.38159000000,NB-3807-Q32-001,Q32-001,"7256","3837",Duubin,,,UNDP - 2006,Settlement,Galgaduud,Cabudwaaq,Verified,46.44076000000,6.38159000000,NB-3807-Q32-001,Q32-001,"35",Cabudwaaq,SO1902,Cabudwaaq,"Caabudwaaq, Abudwaq",,Galgaduud,SO19,Somalia,SO
Duubugaas,,,UNDP - 1997,Settlement,Bay,Baidoa,Verified,43.81900000000,3.64860000000,NA-3802-J08-003,J08-003,"5666","3838",Duubugaas,,,UNDP - 1997,Settlement,Bay,Baidoa,Verified,43.81900000000,3.64860000000,NA-3802-J08-003,J08-003,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Duud-Hooyo,Dudhoyo,Duud Hooyo,"UNDP - 2006, UNDP - 1997, FSAU",Settlement,Bari,Iskushuban,Verified,49.95688000000,9.88607000000,NC-3810-C11-003,C11-003,"8697","3839",Duud-Hooyo,Dudhoyo,Duud Hooyo,"UNDP - 2006, UNDP - 1997, FSAU",Settlement,Bari,Iskushuban,Verified,49.95688000000,9.88607000000,NC-3810-C11-003,C11-003,"23",Iskushuban,SO1604,Iskushuban,,,Bari,SO16,Somalia,SO
Duud-Wayne,Dudweyne,Dudhweyne,"KEMRI - 2007, UNDP - 2006, UNDP - 1997",Settlement,Woqooyi Galbeed,Gebiley,Verified,43.36046100000,9.75528800000,NC-3809-F30-001,F30-001,"8567","3840",Duud-Wayne,Dudweyne,Dudhweyne,"KEMRI - 2007, UNDP - 2006, UNDP - 1997",Settlement,Woqooyi Galbeed,Gebiley,Verified,43.36046100000,9.75528800000,NC-3809-F30-001,F30-001,"8",Gebiley,SO1203,Gebiley,Gabiley,,Woqooyi Galbeed,SO12,Somalia,SO
Duudweeyn,,,UNDP - 1997,Settlement,Togdheer,Owdweyne,Verified,44.87170000000,9.31950000000,NC-3810-S31-001,S31-001,"8023","3841",Duudweeyn,,,UNDP - 1997,Settlement,Togdheer,Owdweyne,Verified,44.87170000000,9.31950000000,NC-3810-S31-001,S31-001,"11",Owdweyne,SO1303,Owdweyne,Oodweyne,,Togdheer,SO13,Somalia,SO
Duukaanki,,,UNDP - 2006,Settlement,Bay,Buur Hakaba,Verified,43.49424000000,2.44501000000,NA-3805-P33-001,P33-001,"2482","3842",Duukaanki,,,UNDP - 2006,Settlement,Bay,Buur Hakaba,Verified,43.49424000000,2.44501000000,NA-3805-P33-001,P33-001,"54",Buur Hakaba,SO2402,Buur Hakaba,"Buur Xakaba, Bur Hacaba",,Bay,SO24,Somalia,SO
Duura,,,UNDP - 1997,Settlement,Bay,Buur Hakaba,Verified,44.17034100000,2.92088000000,NA-3806-B15-001,B15-001,"3975","3843",Duura,,,UNDP - 1997,Settlement,Bay,Buur Hakaba,Verified,44.17034100000,2.92088000000,NA-3806-B15-001,B15-001,"54",Buur Hakaba,SO2402,Buur Hakaba,"Buur Xakaba, Bur Hacaba",,Bay,SO24,Somalia,SO
Duuraay,,,UNDP - 2006,Settlement,Gedo,Luuq,Verified,42.50777000000,3.67841000000,NA-3801-H12-005,H12-005,"5711","3844",Duuraay,,,UNDP - 2006,Settlement,Gedo,Luuq,Verified,42.50777000000,3.67841000000,NA-3801-H12-005,H12-005,"67",Luuq,SO2606,Luuq,"Luuk, Luq",,Gedo,SO26,Somalia,SO
Duuray,,,UNDP - 1997,Settlement,Bakool,Waajid,Verified,43.33646000000,3.68824000000,NA-3801-H30-001,H30-001,"5722","3845",Duuray,,,UNDP - 1997,Settlement,Bakool,Waajid,Verified,43.33646000000,3.68824000000,NA-3801-H30-001,H30-001,"60",Waajid,SO2504,Waajid,Wajid,,Bakool,SO25,Somalia,SO
Duuray,Duurey,,UNDP - 2006,Settlement,Bay,Qansax Dheere,Verified,42.92880000000,2.83263000000,NA-3805-E21-004,E21-004,"3696","3846",Duuray,Duurey,,UNDP - 2006,Settlement,Bay,Qansax Dheere,Verified,42.92880000000,2.83263000000,NA-3805-E21-004,E21-004,"56",Qansax Dheere,SO2404,Qansax Dheere,Qansah Dere,,Bay,SO24,Somalia,SO
Duuray,,,UNDP - 2006,Settlement,Bay,Diinsoor,Verified,43.08295000000,2.37357000000,NA-3805-R24-003,R24-003,"2296","3847",Duuray,,,UNDP - 2006,Settlement,Bay,Diinsoor,Verified,43.08295000000,2.37357000000,NA-3805-R24-003,R24-003,"55",Diinsoor,SO2403,Diinsoor,"Dinsor, Diinsor",,Bay,SO24,Somalia,SO
Duur-Cad,,,UNDP - 1997,Settlement,Togdheer,Owdweyne,Verified,44.96896000000,9.02169000000,NC-3810-Z33-001,Z33-001,"7854","3848",Duur-Cad,,,UNDP - 1997,Settlement,Togdheer,Owdweyne,Verified,44.96896000000,9.02169000000,NC-3810-Z33-001,Z33-001,"11",Owdweyne,SO1303,Owdweyne,Oodweyne,,Togdheer,SO13,Somalia,SO
Duurey,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.41080000000,2.95183000000,NA-3805-B32-007,B32-007,"4094","3849",Duurey,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.41080000000,2.95183000000,NA-3805-B32-007,B32-007,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Duurgale,,,UNDP - 1997,Settlement,Mudug,Hobyo,Verified,48.26730000000,5.58300000000,NB-3909-L06-001,L06-001,"7098","3850",Duurgale,,,UNDP - 1997,Settlement,Mudug,Hobyo,Verified,48.26730000000,5.58300000000,NB-3909-L06-001,L06-001,"31",Hobyo,SO1803,Hobyo,,,Mudug,SO18,Somalia,SO
Duurow,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.42217000000,3.00057000000,NA-3801-Z32-001,Z32-001,"4262","3851",Duurow,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.42217000000,3.00057000000,NA-3801-Z32-001,Z32-001,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Dyay Gaab,,,UNDP - 2006,Settlement,Gedo,Garbahaarey,Verified,42.49412000000,3.33780000000,NA-3801-R11-003,R11-003,"5278","3852",Dyay Gaab,,,UNDP - 2006,Settlement,Gedo,Garbahaarey,Verified,42.49412000000,3.33780000000,NA-3801-R11-003,R11-003,"62",Garbahaarey,SO2601,Garbahaarey,"Garbahaaray, Garbaharey",,Gedo,SO26,Somalia,SO
Ebdiyoow Gedow,Cabdiyow Geedow,,"UNDP - 2006, UNDP - 1997",Settlement,Bay,Buur Hakaba,Verified,44.24755000000,2.86314000000,NA-3806-D17-006,D17-006,"3792","3853",Ebdiyoow Gedow,Cabdiyow Geedow,,"UNDP - 2006, UNDP - 1997",Settlement,Bay,Buur Hakaba,Verified,44.24755000000,2.86314000000,NA-3806-D17-006,D17-006,"54",Buur Hakaba,SO2402,Buur Hakaba,"Buur Xakaba, Bur Hacaba",,Bay,SO24,Somalia,SO
Edaayin,,,UNDP - 2006,Settlement,Bakool,Tayeeglow,Verified,44.52969000000,3.77861000000,NA-3802-F23-002,F23-002,"5832","3854",Edaayin,,,UNDP - 2006,Settlement,Bakool,Tayeeglow,Verified,44.52969000000,3.77861000000,NA-3802-F23-002,F23-002,"59",Tayeeglow,SO2503,Tayeeglow,"Tiyeeglow, Tayeglow, Tieglow",,Bakool,SO25,Somalia,SO
Edagan,,,"KEMRI - 2007, UNDP - 2006",Settlement,Woqooyi Galbeed,Gebiley,Verified,43.66359000000,9.94186000000,NC-3810-B04-001,B04-001,"8771","3855",Edagan,,,"KEMRI - 2007, UNDP - 2006",Settlement,Woqooyi Galbeed,Gebiley,Verified,43.66359000000,9.94186000000,NC-3810-B04-001,B04-001,"8",Gebiley,SO1203,Gebiley,Gabiley,,Woqooyi Galbeed,SO12,Somalia,SO
Edain Caboba,,,UNDP - 1997,Settlement,Bay,Qansax Dheere,Verified,42.97259900000,3.02090000000,NA-3801-Z22-001,Z22-001,"4311","3856",Edain Caboba,,,UNDP - 1997,Settlement,Bay,Qansax Dheere,Verified,42.97259900000,3.02090000000,NA-3801-Z22-001,Z22-001,"56",Qansax Dheere,SO2404,Qansax Dheere,Qansah Dere,,Bay,SO24,Somalia,SO
Eddayin/Mowlli,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.55703000000,3.37809000000,NA-3802-Q02-002,Q02-002,"5350","3857",Eddayin/Mowlli,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.55703000000,3.37809000000,NA-3802-Q02-002,Q02-002,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Eddi Gellie,,,UNDP - 1997,Settlement,Bari,Bandarbayla,Verified,50.79980100000,9.76870000000,NC-3810-F29-001,F29-001,"8587","3858",Eddi Gellie,,,UNDP - 1997,Settlement,Bari,Bandarbayla,Verified,50.79980100000,9.76870000000,NC-3810-F29-001,F29-001,"21",Bandarbeyla,SO1602,Bandarbeyla,"Bandar Beyla, Bander-beyla, Benderbela",,Bari,SO16,Somalia,SO
Eddow-Maadow,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.49705100000,3.06177600000,NA-3801-Y33-007,Y33-007,"4461","3859",Eddow-Maadow,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.49705100000,3.06177600000,NA-3801-Y33-007,Y33-007,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Edey Beerey,Cadel Barrey,,"UNDP - 2006, UNDP - 1997",Settlement,Bay,Baidoa,Verified,43.43710000000,2.94161000000,NA-3805-B32-003,B32-003,"4061","3860",Edey Beerey,Cadel Barrey,,"UNDP - 2006, UNDP - 1997",Settlement,Bay,Baidoa,Verified,43.43710000000,2.94161000000,NA-3805-B32-003,B32-003,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Edigaan,,,GTZ - 2002,Settlement,Woqooyi Galbeed,Gebiley,Verified,43.71715100000,9.89141000000,NC-3810-C05-001,C05-001,"8700","3861",Edigaan,,,GTZ - 2002,Settlement,Woqooyi Galbeed,Gebiley,Verified,43.71715100000,9.89141000000,NC-3810-C05-001,C05-001,"8",Gebiley,SO1203,Gebiley,Gabiley,,Woqooyi Galbeed,SO12,Somalia,SO
Ediin Lidoow,,,UNDP - 2006,Settlement,Bay,Buur Hakaba,Verified,44.09506000000,2.79520000000,NA-3806-E14-002,E14-002,"3528","3862",Ediin Lidoow,,,UNDP - 2006,Settlement,Bay,Buur Hakaba,Verified,44.09506000000,2.79520000000,NA-3806-E14-002,E14-002,"54",Buur Hakaba,SO2402,Buur Hakaba,"Buur Xakaba, Bur Hacaba",,Bay,SO24,Somalia,SO
Ediin-Gaal Bele,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.46550000000,3.11660000000,NA-3801-X33-007,X33-007,"4642","3863",Ediin-Gaal Bele,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.46550000000,3.11660000000,NA-3801-X33-007,X33-007,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Edin Madoobe,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.56340000000,3.27875000000,NA-3802-T02-016,T02-016,"5128","3864",Edin Madoobe,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.56340000000,3.27875000000,NA-3802-T02-016,T02-016,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
